               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.012922,            0.024468,           0.0038963,             0.68264,             0.72621,             0.65619,             0.58858,            0.010408,            0.017217,           0.0043223,           0.0036611,           0.0036611,           0.0036611
                 319,            0.014228,            0.029097,           0.0058915,             0.68712,             0.72293,             0.65438,             0.59554,           0.0099977,            0.017193,           0.0043178,           0.0036353,           0.0036353,           0.0036353
                 320,            0.013334,            0.024407,           0.0036865,             0.68346,             0.72333,             0.65535,             0.60683,           0.0096357,            0.017257,           0.0043373,           0.0036096,           0.0036096,           0.0036096
                 321,            0.014256,             0.02621,           0.0047836,             0.68002,             0.72239,             0.65212,             0.58968,             0.01119,            0.017408,           0.0043332,            0.003584,            0.003584,            0.003584
                 322,            0.014492,            0.024301,           0.0043445,             0.68096,             0.71866,             0.65151,             0.59705,           0.0098767,            0.017506,           0.0043386,           0.0035584,           0.0035584,           0.0035584
                 323,            0.014627,            0.029398,           0.0051434,             0.68448,             0.71872,             0.65261,             0.60589,           0.0099298,             0.01747,           0.0043575,            0.003533,            0.003533,            0.003533
                 324,              0.0142,            0.026346,           0.0054029,             0.68599,             0.71684,             0.65495,             0.60361,           0.0099426,            0.017333,           0.0042586,           0.0035076,           0.0035076,           0.0035076
                 325,            0.014374,            0.025389,           0.0055149,             0.68171,             0.72621,             0.65151,             0.60426,           0.0099211,            0.017201,           0.0041902,           0.0034823,           0.0034823,           0.0034823
                 326,            0.014438,            0.026003,           0.0050576,             0.68278,             0.72604,             0.65188,             0.60509,            0.010043,            0.017073,           0.0041583,            0.003457,            0.003457,            0.003457
                 327,            0.014747,            0.028725,           0.0043122,             0.68064,             0.72138,             0.65224,             0.60627,            0.010171,            0.017011,           0.0041426,           0.0034319,           0.0034319,           0.0034319
                 328,            0.014773,            0.024367,           0.0048731,             0.68087,             0.72621,             0.65121,             0.60242,            0.010388,            0.017074,           0.0041586,           0.0034068,           0.0034068,           0.0034068
                 329,            0.013943,            0.030398,           0.0041026,             0.67969,             0.72621,             0.65279,             0.61155,           0.0096537,            0.017133,            0.004181,           0.0033818,           0.0033818,           0.0033818
                 330,            0.014221,            0.025258,           0.0037736,             0.68257,             0.72621,             0.65327,             0.60323,           0.0096539,            0.017136,           0.0042077,           0.0033569,           0.0033569,           0.0033569
                 331,            0.013318,            0.030905,           0.0043442,             0.68311,             0.72621,             0.65135,             0.60129,           0.0092366,            0.017169,           0.0042291,           0.0033321,           0.0033321,           0.0033321
                 332,            0.013633,            0.026818,            0.003546,             0.68319,             0.72621,             0.65219,             0.58637,            0.010248,            0.017204,           0.0042195,           0.0033074,           0.0033074,           0.0033074
                 333,            0.013696,            0.027808,           0.0039599,             0.68339,             0.72621,             0.65126,             0.59534,           0.0096376,            0.017258,           0.0042383,           0.0032827,           0.0032827,           0.0032827
                 334,            0.012513,             0.03339,           0.0040773,              0.6831,             0.72621,             0.65314,             0.59856,            0.009349,            0.017277,           0.0042182,           0.0032582,           0.0032582,           0.0032582
                 335,            0.013152,             0.02635,           0.0039831,             0.68352,             0.72621,             0.65372,              0.5991,           0.0093694,             0.01729,           0.0041891,           0.0032337,           0.0032337,           0.0032337
                 336,             0.01209,            0.029185,           0.0043699,              0.6831,             0.72609,             0.65371,             0.60718,           0.0094871,            0.017399,           0.0041744,           0.0032093,           0.0032093,           0.0032093
                 337,            0.014473,            0.026341,           0.0043831,             0.68078,              0.7261,             0.65276,               0.593,            0.010262,            0.017316,           0.0041641,            0.003185,            0.003185,            0.003185
                 338,             0.01327,             0.03094,           0.0043214,              0.6818,             0.72621,             0.65095,              0.6027,             0.00967,            0.017275,           0.0041418,           0.0031608,           0.0031608,           0.0031608
                 339,             0.01373,            0.027949,           0.0034568,             0.68122,             0.72621,             0.65236,             0.59873,            0.010063,            0.017317,           0.0041218,           0.0031367,           0.0031367,           0.0031367
                 340,             0.01319,            0.027147,           0.0050316,             0.68491,             0.72159,             0.65145,              0.6088,           0.0094399,            0.017306,           0.0041019,           0.0031127,           0.0031127,           0.0031127
                 341,            0.013454,             0.02724,           0.0042556,             0.68284,             0.72433,             0.65204,             0.61067,            0.010357,            0.017218,           0.0040962,           0.0030888,           0.0030888,           0.0030888
                 342,            0.014401,            0.026351,           0.0043196,             0.68118,             0.72621,             0.65103,             0.60917,           0.0094794,              0.0172,           0.0040968,            0.003065,            0.003065,            0.003065
                 343,            0.015123,            0.028837,            0.004675,             0.68179,             0.72621,             0.65335,             0.60884,           0.0096993,            0.017192,           0.0040961,           0.0030412,           0.0030412,           0.0030412
                 344,            0.014829,            0.024482,           0.0049886,             0.68199,             0.72621,             0.65371,             0.60535,           0.0098261,            0.017206,           0.0041075,           0.0030176,           0.0030176,           0.0030176
                 345,            0.012569,            0.026516,           0.0044394,             0.68381,             0.72621,             0.65261,             0.60972,           0.0095727,            0.017118,           0.0041236,           0.0029941,           0.0029941,           0.0029941
                 346,            0.013414,            0.028326,           0.0045429,             0.68095,             0.72621,              0.6527,             0.60628,            0.009353,            0.017142,           0.0041332,           0.0029706,           0.0029706,           0.0029706
                 347,            0.012499,            0.028081,           0.0039077,             0.67472,             0.72618,             0.65478,             0.60929,           0.0090758,            0.017127,           0.0041333,           0.0029473,           0.0029473,           0.0029473
                 348,            0.013723,            0.026714,           0.0042379,              0.6754,             0.72118,             0.65531,              0.6073,           0.0091614,            0.017146,           0.0041407,           0.0029241,           0.0029241,           0.0029241
                 349,            0.013901,             0.02753,           0.0052933,             0.68238,             0.72022,             0.65317,             0.60773,           0.0090514,            0.017147,           0.0041639,           0.0029009,           0.0029009,           0.0029009
                 350,            0.012959,              0.0261,           0.0040468,             0.68179,             0.71875,             0.65135,             0.60355,           0.0091274,            0.017255,           0.0041902,           0.0028779,           0.0028779,           0.0028779
                 351,            0.012576,            0.025932,           0.0038105,             0.68116,             0.71938,             0.65481,             0.60706,           0.0090619,            0.017227,           0.0041872,            0.002855,            0.002855,            0.002855
                 352,             0.01268,            0.026347,           0.0047745,             0.68414,             0.72038,             0.65252,             0.60675,           0.0090873,            0.017135,           0.0041659,           0.0028321,           0.0028321,           0.0028321
                 353,            0.013914,            0.028389,           0.0044933,             0.68241,             0.72258,             0.65333,             0.61264,           0.0092965,            0.017127,           0.0041267,           0.0028094,           0.0028094,           0.0028094
                 354,            0.012982,            0.025175,           0.0049041,             0.68468,             0.72619,             0.65278,             0.62371,           0.0090611,            0.017056,           0.0040671,           0.0027868,           0.0027868,           0.0027868
                 355,            0.013643,             0.02551,           0.0032891,             0.68033,             0.72621,             0.65413,             0.61708,           0.0093082,            0.017055,           0.0040632,           0.0027643,           0.0027643,           0.0027643
                 356,             0.01457,            0.026877,           0.0047329,              0.6824,             0.72416,             0.65412,             0.61452,           0.0094055,            0.017076,           0.0040622,           0.0027419,           0.0027419,           0.0027419
                 357,            0.012807,            0.028303,           0.0035776,             0.68347,             0.72433,             0.65546,             0.61808,           0.0093165,            0.017113,           0.0040762,           0.0027196,           0.0027196,           0.0027196
                 358,            0.012551,            0.029317,           0.0048369,             0.68234,              0.7241,             0.65354,             0.61033,           0.0093147,             0.01724,           0.0040734,           0.0026975,           0.0026975,           0.0026975
                 359,            0.012946,             0.02855,           0.0045264,             0.67929,             0.72417,             0.65171,              0.6103,           0.0091784,            0.017404,            0.004075,           0.0026754,           0.0026754,           0.0026754
                 360,            0.013672,            0.029935,           0.0052187,             0.67987,             0.72614,             0.65382,             0.61613,           0.0092485,            0.017308,           0.0040729,           0.0026534,           0.0026534,           0.0026534
                 361,            0.011869,            0.027296,           0.0041925,             0.67913,             0.72576,             0.65373,             0.61571,           0.0089571,            0.017337,           0.0040858,           0.0026316,           0.0026316,           0.0026316
                 362,            0.012375,            0.025258,           0.0042474,             0.67899,             0.72621,             0.65116,             0.62105,             0.00872,            0.017375,           0.0041025,           0.0026099,           0.0026099,           0.0026099
                 363,            0.012992,             0.02675,           0.0042465,              0.6776,             0.72621,              0.6522,             0.60938,           0.0093784,            0.017379,           0.0041249,           0.0025882,           0.0025882,           0.0025882
                 364,            0.011619,            0.024131,            0.002676,             0.67742,             0.72621,             0.65057,             0.61674,            0.008892,            0.017336,           0.0041502,           0.0025667,           0.0025667,           0.0025667
                 365,            0.011302,            0.024557,           0.0034188,             0.68038,             0.72114,             0.65273,             0.60732,           0.0093471,            0.017348,           0.0041568,           0.0025454,           0.0025454,           0.0025454
                 366,            0.012445,            0.027738,           0.0038293,             0.67164,             0.72607,             0.65285,             0.61588,           0.0090862,            0.017242,           0.0041509,           0.0025241,           0.0025241,           0.0025241
                 367,            0.011699,            0.028409,           0.0049453,             0.68213,             0.72612,             0.65636,             0.61756,           0.0092809,             0.01717,           0.0041346,           0.0025029,           0.0025029,           0.0025029
                 368,            0.012563,            0.027367,           0.0043966,             0.68172,              0.7261,             0.65527,             0.61173,           0.0093066,            0.017174,           0.0041048,           0.0024819,           0.0024819,           0.0024819
                 369,            0.013059,            0.023285,           0.0043219,             0.68068,             0.72621,             0.65469,             0.60561,           0.0098062,            0.017199,           0.0040893,            0.002461,            0.002461,            0.002461
                 370,            0.013258,            0.023435,           0.0047631,             0.68128,             0.72621,             0.65218,             0.60735,            0.009557,            0.017227,           0.0040715,           0.0024402,           0.0024402,           0.0024402
                 371,            0.012284,            0.027733,           0.0042186,             0.68245,             0.72432,               0.651,             0.61178,           0.0089712,            0.017166,           0.0040472,           0.0024195,           0.0024195,           0.0024195
                 372,            0.012577,            0.025933,           0.0044128,             0.68265,             0.72621,             0.65476,             0.60872,           0.0092152,            0.017143,           0.0040293,            0.002399,            0.002399,            0.002399
                 373,            0.012548,            0.027572,           0.0041066,             0.67886,             0.72621,             0.64995,             0.61138,           0.0091292,            0.017131,           0.0040197,           0.0023786,           0.0023786,           0.0023786
                 374,            0.013078,            0.027552,           0.0050207,             0.67708,             0.72621,             0.65125,             0.59753,           0.0091977,            0.017325,           0.0040224,           0.0023583,           0.0023583,           0.0023583
                 375,            0.011927,            0.026571,           0.0042361,             0.67685,             0.72621,             0.65297,             0.60157,           0.0095758,            0.017327,           0.0040173,           0.0023381,           0.0023381,           0.0023381
                 376,            0.012388,            0.027642,           0.0046006,             0.67811,             0.72621,             0.65213,             0.61521,           0.0090214,             0.01736,           0.0040185,            0.002318,            0.002318,            0.002318
                 377,            0.012287,            0.027812,           0.0051019,             0.67846,             0.72621,             0.65141,             0.60969,           0.0090751,            0.017372,           0.0040173,           0.0022981,           0.0022981,           0.0022981
                 378,            0.012073,            0.027517,           0.0032372,             0.68185,             0.72399,             0.65301,               0.611,           0.0090067,            0.017335,           0.0040132,           0.0022783,           0.0022783,           0.0022783
                 379,            0.011945,            0.032204,           0.0044677,             0.68111,             0.72621,             0.65328,             0.60839,           0.0088827,            0.017256,           0.0040035,           0.0022586,           0.0022586,           0.0022586
                 380,            0.012499,            0.028209,           0.0046029,             0.68145,             0.72621,             0.65503,             0.62196,           0.0086851,            0.017193,           0.0039905,           0.0022391,           0.0022391,           0.0022391
                 381,              0.0124,            0.028703,           0.0041125,             0.68185,             0.72621,             0.65379,             0.61565,           0.0090556,            0.017101,           0.0039813,           0.0022196,           0.0022196,           0.0022196
                 382,            0.013544,            0.028126,           0.0048707,             0.68641,             0.72557,             0.65593,              0.6254,           0.0085181,            0.017044,           0.0040121,           0.0022004,           0.0022004,           0.0022004
                 383,            0.012456,             0.02811,           0.0044271,             0.68489,             0.72127,             0.65441,             0.61573,           0.0087449,            0.017033,           0.0041428,           0.0021812,           0.0021812,           0.0021812
                 384,            0.012211,            0.024485,           0.0037418,             0.68257,             0.71635,             0.65331,             0.61262,           0.0087992,            0.017139,            0.004445,           0.0021622,           0.0021622,           0.0021622
                 385,            0.012167,            0.027388,           0.0043049,               0.674,             0.71655,             0.65291,             0.60475,           0.0089288,            0.017321,           0.0046181,           0.0021433,           0.0021433,           0.0021433
                 386,            0.011503,            0.025649,           0.0040353,             0.66935,             0.70672,             0.65333,             0.60413,           0.0090929,            0.017448,           0.0045321,           0.0021245,           0.0021245,           0.0021245
                 387,            0.012801,            0.027204,           0.0052892,             0.67077,             0.71654,             0.65223,                0.61,           0.0087635,             0.01735,            0.004216,           0.0021059,           0.0021059,           0.0021059
                 388,            0.011484,             0.02678,           0.0033346,              0.6682,             0.72228,             0.65286,             0.61025,           0.0088688,            0.017174,           0.0040617,           0.0020874,           0.0020874,           0.0020874
                 389,            0.012125,            0.027157,           0.0033326,             0.68003,             0.72131,               0.656,             0.61185,           0.0086927,            0.017072,           0.0040057,            0.002069,            0.002069,            0.002069
                 390,            0.012635,            0.026524,           0.0047547,              0.6796,             0.72621,             0.65582,             0.60905,           0.0085188,            0.017023,           0.0039781,           0.0020508,           0.0020508,           0.0020508
                 391,            0.012054,            0.028453,            0.004832,              0.6813,             0.72621,             0.65636,              0.6193,           0.0082763,            0.017004,           0.0039589,           0.0020327,           0.0020327,           0.0020327
                 392,            0.011273,            0.024112,           0.0032778,             0.68143,             0.72621,             0.65729,             0.62046,           0.0084138,            0.017036,           0.0039498,           0.0020147,           0.0020147,           0.0020147
                 393,             0.01205,            0.029492,           0.0046367,             0.67459,             0.72614,             0.65401,             0.62003,           0.0085479,             0.01706,           0.0039536,           0.0019969,           0.0019969,           0.0019969
                 394,            0.011765,            0.027454,           0.0045636,             0.67442,             0.72427,             0.65542,             0.62072,           0.0085103,            0.017118,           0.0039625,           0.0019792,           0.0019792,           0.0019792
                 395,            0.012501,            0.027091,           0.0045321,             0.68826,             0.72831,             0.65423,             0.61751,           0.0088721,            0.017174,            0.003972,           0.0019617,           0.0019617,           0.0019617
                 396,             0.01169,            0.028794,           0.0044733,              0.6891,             0.72846,              0.6565,              0.6164,           0.0087261,            0.017222,           0.0039735,           0.0019443,           0.0019443,           0.0019443
                 397,            0.011325,            0.026664,           0.0052065,             0.67816,             0.73174,             0.65672,             0.61672,           0.0086522,            0.017224,           0.0039711,            0.001927,            0.001927,            0.001927
                 398,            0.012333,            0.026952,            0.004184,             0.67484,             0.72889,             0.65434,             0.61788,           0.0086729,            0.017221,           0.0039669,           0.0019099,           0.0019099,           0.0019099
                 399,            0.011541,            0.028909,           0.0047321,             0.68178,             0.72609,             0.65676,             0.62328,           0.0084214,            0.017168,           0.0039492,           0.0018929,           0.0018929,           0.0018929
                 400,            0.011385,            0.026669,           0.0046843,             0.68375,             0.72429,             0.65611,             0.61826,           0.0085754,            0.017103,           0.0039284,           0.0018761,           0.0018761,           0.0018761
                 401,            0.010987,            0.027049,           0.0038347,              0.6832,             0.72619,             0.65404,             0.61547,           0.0084792,            0.017131,           0.0039195,           0.0018594,           0.0018594,           0.0018594
                 402,            0.011759,            0.026898,            0.003815,             0.68381,             0.72621,             0.65307,             0.61749,           0.0084861,            0.017119,             0.00392,           0.0018429,           0.0018429,           0.0018429
                 403,            0.011378,            0.027708,           0.0038919,             0.68464,             0.72576,             0.65284,             0.61729,           0.0081745,            0.017069,           0.0039182,           0.0018265,           0.0018265,           0.0018265
                 404,            0.012137,            0.029413,           0.0050136,             0.68423,             0.72583,             0.65452,             0.62001,           0.0080393,            0.017036,           0.0039349,           0.0018102,           0.0018102,           0.0018102
                 405,            0.011276,            0.029433,           0.0049878,             0.68319,             0.72621,             0.65251,               0.616,           0.0083435,             0.01705,            0.003954,           0.0017941,           0.0017941,           0.0017941
                 406,            0.011642,            0.025855,            0.004161,             0.68388,             0.72567,             0.65193,             0.61823,           0.0082265,            0.017114,           0.0039739,           0.0017781,           0.0017781,           0.0017781
                 407,            0.010839,            0.027775,           0.0044864,             0.68326,             0.72621,             0.65217,             0.61965,           0.0085088,             0.01712,           0.0039857,           0.0017623,           0.0017623,           0.0017623
                 408,             0.01035,            0.026182,           0.0038702,             0.68307,             0.72606,             0.65429,             0.61696,           0.0085308,            0.017116,           0.0039819,           0.0017466,           0.0017466,           0.0017466
                 409,            0.010714,            0.026487,            0.004155,             0.68316,             0.72228,             0.65499,             0.62036,           0.0084601,            0.017105,           0.0039647,           0.0017311,           0.0017311,           0.0017311
                 410,            0.010563,            0.025003,           0.0052718,             0.68231,             0.72592,             0.65704,             0.62593,           0.0080834,            0.017082,           0.0039488,           0.0017157,           0.0017157,           0.0017157
                 411,            0.010791,            0.025316,           0.0035152,             0.68088,             0.72613,             0.65783,             0.62162,           0.0080758,            0.017049,           0.0039469,           0.0017005,           0.0017005,           0.0017005
                 412,            0.011056,            0.025267,           0.0047221,             0.68245,             0.72621,             0.65709,             0.62131,           0.0080757,            0.017012,           0.0039495,           0.0016854,           0.0016854,           0.0016854
                 413,            0.011241,            0.030747,           0.0044708,             0.68338,             0.72621,             0.65638,             0.62051,           0.0080434,             0.01698,           0.0039538,           0.0016705,           0.0016705,           0.0016705
                 414,            0.011003,            0.028658,           0.0047485,             0.68477,             0.72617,             0.65726,             0.62337,           0.0078147,            0.017002,           0.0039603,           0.0016558,           0.0016558,           0.0016558
                 415,            0.011281,            0.025132,           0.0039302,             0.68508,             0.72593,             0.65767,             0.62257,           0.0079235,             0.01704,           0.0039676,           0.0016411,           0.0016411,           0.0016411
                 416,            0.010892,            0.027741,           0.0045837,             0.68526,             0.72621,             0.65544,             0.62308,           0.0078561,            0.017074,           0.0039743,           0.0016267,           0.0016267,           0.0016267
                 417,            0.011685,            0.027842,           0.0035475,             0.68468,             0.72604,             0.65576,             0.61929,           0.0080478,            0.017085,           0.0039719,           0.0016123,           0.0016123,           0.0016123
                 418,            0.012142,            0.028258,           0.0048556,             0.68244,             0.72595,             0.65451,             0.62035,           0.0078651,            0.017033,           0.0039598,           0.0015982,           0.0015982,           0.0015982
                 419,            0.011985,            0.026192,           0.0054454,             0.68264,             0.72613,             0.65315,             0.61054,           0.0081514,            0.016999,           0.0039592,           0.0015842,           0.0015842,           0.0015842
                 420,            0.011452,            0.027705,           0.0035457,             0.68604,             0.71866,              0.6551,             0.62178,           0.0080539,            0.016974,           0.0039617,           0.0015703,           0.0015703,           0.0015703
                 421,            0.011285,            0.029012,           0.0034778,             0.68143,             0.72621,             0.65502,             0.61804,           0.0081311,            0.017002,           0.0039681,           0.0015566,           0.0015566,           0.0015566
                 422,            0.012065,            0.027721,           0.0046963,             0.68139,             0.72621,             0.65539,             0.62076,           0.0083498,            0.017051,           0.0039711,           0.0015431,           0.0015431,           0.0015431
                 423,            0.011021,            0.026777,           0.0048658,             0.68151,             0.72621,             0.65521,             0.62354,           0.0080011,            0.017085,           0.0039643,           0.0015297,           0.0015297,           0.0015297
                 424,            0.011528,            0.027985,           0.0037254,             0.68176,             0.72621,             0.65697,               0.621,            0.008073,            0.017096,           0.0039588,           0.0015165,           0.0015165,           0.0015165
                 425,            0.011487,            0.021902,           0.0049167,             0.68159,             0.72621,             0.65612,             0.62494,           0.0082298,            0.017082,            0.003952,           0.0015034,           0.0015034,           0.0015034
                 426,               0.011,            0.026841,           0.0045624,             0.68122,             0.72621,             0.65454,             0.62077,           0.0080919,            0.017098,           0.0039438,           0.0014905,           0.0014905,           0.0014905
                 427,            0.010256,            0.027932,           0.0038195,              0.6836,             0.72619,             0.65324,             0.62353,           0.0081636,            0.017091,           0.0039351,           0.0014777,           0.0014777,           0.0014777
                 428,            0.011655,            0.030252,            0.003915,             0.68282,             0.72081,             0.65365,             0.62128,            0.008158,            0.017032,           0.0039204,           0.0014651,           0.0014651,           0.0014651
                 429,            0.010702,            0.028669,           0.0046034,             0.68248,             0.72117,             0.65444,             0.62305,           0.0081355,            0.017044,           0.0039127,           0.0014527,           0.0014527,           0.0014527
                 430,            0.010436,            0.025059,           0.0047472,             0.67431,             0.72555,             0.65385,             0.62712,           0.0078017,             0.01709,           0.0039094,           0.0014404,           0.0014404,           0.0014404
                 431,            0.011221,            0.025514,            0.003804,             0.68243,             0.72618,             0.65498,             0.62844,           0.0077913,            0.017087,           0.0039125,           0.0014283,           0.0014283,           0.0014283
                 432,            0.010834,            0.028589,           0.0037049,             0.68166,             0.72621,             0.65445,             0.62479,           0.0078703,            0.017075,           0.0039101,           0.0014163,           0.0014163,           0.0014163
                 433,            0.011217,            0.023298,           0.0042962,             0.68217,             0.72621,             0.65573,             0.62717,           0.0079979,            0.017123,           0.0039091,           0.0014045,           0.0014045,           0.0014045
                 434,            0.010843,            0.026669,           0.0047587,             0.68242,             0.72621,             0.65619,             0.62624,           0.0083031,            0.017184,           0.0039151,           0.0013929,           0.0013929,           0.0013929
                 435,            0.010397,            0.024443,           0.0036517,             0.68401,             0.72585,             0.65644,             0.62852,           0.0081617,            0.017198,           0.0039164,           0.0013814,           0.0013814,           0.0013814
                 436,              0.0113,            0.025135,           0.0042176,             0.68423,             0.72598,             0.65353,             0.62631,           0.0079221,            0.017115,           0.0039146,           0.0013701,           0.0013701,           0.0013701
                 437,            0.011617,            0.028003,           0.0042152,             0.68416,             0.72568,             0.65627,             0.62826,           0.0078409,            0.017049,           0.0039159,            0.001359,            0.001359,            0.001359
                 438,             0.01045,             0.02475,            0.004333,             0.68275,             0.72621,             0.65569,             0.62765,           0.0077806,            0.017024,           0.0039228,            0.001348,            0.001348,            0.001348
                 439,            0.010724,            0.027378,           0.0038934,              0.6843,             0.72603,             0.65197,             0.62356,           0.0077446,            0.017041,            0.003926,           0.0013372,           0.0013372,           0.0013372
                 440,            0.011116,            0.027402,           0.0039747,             0.68393,             0.72576,              0.6546,             0.62749,           0.0079219,            0.017047,           0.0039242,           0.0013265,           0.0013265,           0.0013265
                 441,            0.010898,            0.024473,           0.0043542,             0.68166,             0.72621,             0.65359,              0.6201,           0.0078382,            0.017063,           0.0039174,            0.001316,            0.001316,            0.001316
                 442,            0.010996,            0.025097,           0.0046317,             0.68132,             0.72621,             0.65537,             0.62832,            0.007872,            0.017073,            0.003914,           0.0013057,           0.0013057,           0.0013057
                 443,            0.011219,            0.030061,           0.0037925,             0.67502,             0.72607,              0.6554,             0.61929,           0.0080934,            0.017098,           0.0039169,           0.0012955,           0.0012955,           0.0012955
                 444,            0.011048,            0.027101,           0.0040621,             0.68318,             0.72615,             0.65433,              0.6258,           0.0078654,            0.017126,           0.0039071,           0.0012855,           0.0012855,           0.0012855
                 445,            0.011139,            0.025483,            0.004443,             0.68154,             0.72621,             0.65438,             0.62519,            0.007925,            0.017157,           0.0039014,           0.0012757,           0.0012757,           0.0012757
                 446,            0.011167,            0.024102,           0.0041611,             0.68163,             0.72621,             0.65435,             0.62658,           0.0079339,            0.017123,           0.0038957,            0.001266,            0.001266,            0.001266
                 447,            0.010634,            0.027389,           0.0037843,             0.68147,             0.72621,             0.65547,             0.62868,           0.0078747,            0.017093,           0.0038939,           0.0012565,           0.0012565,           0.0012565
                 448,            0.011362,            0.030331,           0.0042235,             0.68132,             0.72621,             0.65376,             0.62481,           0.0079566,            0.017122,           0.0038909,           0.0012472,           0.0012472,           0.0012472
                 449,            0.010949,            0.024963,           0.0045781,             0.68076,             0.72433,              0.6552,             0.62893,            0.007899,            0.017152,           0.0038879,           0.0012381,           0.0012381,           0.0012381
                 450,            0.011121,            0.028864,           0.0044335,              0.6756,              0.7254,             0.65365,             0.62719,           0.0080113,            0.017162,            0.003883,           0.0012291,           0.0012291,           0.0012291
                 451,              0.0104,            0.024363,           0.0027324,             0.68267,             0.72621,             0.65706,             0.62869,            0.007907,            0.017183,           0.0038829,           0.0012202,           0.0012202,           0.0012202
                 452,            0.010692,            0.022908,           0.0037966,             0.68205,             0.72621,             0.65438,             0.61759,           0.0080136,             0.01714,           0.0038834,           0.0012116,           0.0012116,           0.0012116
                 453,            0.010887,            0.027951,           0.0040825,             0.68363,             0.72566,             0.65319,             0.61864,           0.0079238,            0.017089,           0.0038801,           0.0012031,           0.0012031,           0.0012031
                 454,            0.011128,            0.031903,           0.0041254,             0.68288,              0.7261,             0.65684,             0.62716,           0.0077159,            0.017045,            0.003876,           0.0011948,           0.0011948,           0.0011948
                 455,              0.0105,            0.025058,           0.0024457,             0.68219,             0.72543,             0.65548,             0.62753,           0.0077479,            0.017061,           0.0038741,           0.0011867,           0.0011867,           0.0011867
                 456,           0.0099597,             0.02789,           0.0044622,             0.68207,             0.72614,             0.65562,              0.6321,           0.0079483,            0.017049,             0.00387,           0.0011787,           0.0011787,           0.0011787
                 457,            0.011783,            0.026956,           0.0040645,             0.68145,             0.72502,             0.65595,             0.62795,           0.0078953,            0.017042,           0.0038693,           0.0011709,           0.0011709,           0.0011709
                 458,            0.010433,            0.026381,           0.0029826,             0.68345,             0.72621,             0.65559,             0.62751,           0.0078706,            0.017028,           0.0038703,           0.0011632,           0.0011632,           0.0011632
                 459,            0.010858,            0.027231,           0.0037524,             0.68438,             0.72428,             0.65798,              0.6298,           0.0078049,            0.017039,            0.003875,           0.0011558,           0.0011558,           0.0011558
                 460,             0.01131,            0.030028,           0.0039798,             0.68347,             0.72433,             0.65628,             0.62628,           0.0078731,            0.017049,           0.0038805,           0.0011485,           0.0011485,           0.0011485
                 461,            0.010616,            0.024994,           0.0037658,              0.6831,             0.72621,             0.65697,             0.63082,           0.0077212,            0.017048,           0.0038874,           0.0011414,           0.0011414,           0.0011414
                 462,            0.010965,            0.028211,           0.0043027,             0.68435,              0.7262,             0.65492,             0.62964,           0.0077239,            0.017033,           0.0038944,           0.0011344,           0.0011344,           0.0011344
                 463,           0.0099716,            0.027606,            0.003169,             0.68302,             0.72621,             0.65781,              0.6321,           0.0075503,             0.01705,           0.0038972,           0.0011277,           0.0011277,           0.0011277
                 464,           0.0097096,             0.02297,            0.004855,              0.6825,             0.72621,             0.65537,             0.62687,           0.0076548,            0.017073,           0.0038935,           0.0011211,           0.0011211,           0.0011211
                 465,            0.010746,            0.024625,           0.0033254,             0.68329,             0.72621,             0.65475,             0.63186,           0.0074915,            0.017024,           0.0038834,           0.0011146,           0.0011146,           0.0011146
                 466,            0.010279,            0.024348,            0.003859,              0.6824,             0.72621,             0.65604,             0.63128,            0.007654,            0.016994,           0.0038765,           0.0011084,           0.0011084,           0.0011084
                 467,            0.010409,            0.027565,           0.0037638,             0.68128,             0.72621,             0.65354,              0.6302,           0.0078649,            0.016989,           0.0038739,           0.0011023,           0.0011023,           0.0011023
                 468,            0.010269,            0.030835,           0.0036477,             0.68216,              0.7259,              0.6539,             0.62785,           0.0078435,            0.016986,           0.0038732,           0.0010964,           0.0010964,           0.0010964
                 469,            0.011172,             0.02391,           0.0052714,              0.6827,             0.72601,             0.65649,             0.63057,           0.0076463,             0.01699,           0.0038754,           0.0010907,           0.0010907,           0.0010907
                 470,            0.010201,            0.030617,           0.0042339,             0.68099,             0.72621,             0.65728,             0.62728,           0.0078051,            0.016979,           0.0038769,           0.0010851,           0.0010851,           0.0010851
                 471,            0.010376,            0.027074,           0.0046307,             0.68112,             0.72621,             0.65419,             0.62797,           0.0078402,            0.016976,           0.0038807,           0.0010797,           0.0010797,           0.0010797
                 472,             0.01005,            0.025365,           0.0033442,             0.67927,             0.72621,             0.65542,             0.62534,           0.0078323,            0.016998,           0.0038869,           0.0010745,           0.0010745,           0.0010745
                 473,             0.01074,            0.028457,           0.0036625,             0.68094,             0.72594,             0.65332,             0.62287,           0.0076738,            0.016973,           0.0038867,           0.0010695,           0.0010695,           0.0010695
                 474,            0.010881,            0.026321,           0.0035924,              0.6802,             0.72621,              0.6541,              0.6307,           0.0074724,            0.016952,            0.003882,           0.0010646,           0.0010646,           0.0010646
                 475,            0.010078,            0.024913,           0.0043615,             0.68341,             0.72607,             0.65349,             0.62845,           0.0074978,             0.01698,           0.0038752,           0.0010599,           0.0010599,           0.0010599
