               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.026469,             0.02997,           0.0066887,             0.68672,             0.69594,             0.63513,             0.49693,            0.020587,            0.018323,           0.0052091,           0.0079824,           0.0079824,           0.0079824
                 159,            0.028194,            0.029378,           0.0062094,             0.68295,             0.70345,             0.63087,              0.4962,            0.024977,             0.01806,           0.0053117,           0.0079588,           0.0079588,           0.0079588
                 160,            0.029588,            0.030035,           0.0071512,             0.68338,             0.68082,             0.64955,             0.49384,            0.021174,            0.017828,           0.0063926,            0.007935,            0.007935,            0.007935
                 161,            0.025561,            0.028965,           0.0061612,             0.66592,             0.70246,             0.64647,             0.50762,            0.019652,            0.018105,           0.0057345,           0.0079112,           0.0079112,           0.0079112
                 162,            0.027809,            0.029165,           0.0069312,             0.56876,             0.71422,             0.64117,             0.49477,            0.019976,            0.018402,           0.0059066,           0.0078873,           0.0078873,           0.0078873
                 163,            0.024546,            0.024949,           0.0062666,             0.51528,             0.72799,             0.60792,             0.44362,            0.018999,             0.01907,           0.0061034,           0.0078633,           0.0078633,           0.0078633
                 164,            0.025366,             0.03265,           0.0060809,             0.50863,             0.75883,             0.59669,             0.46472,            0.020364,            0.019152,            0.005705,           0.0078392,           0.0078392,           0.0078392
                 165,              0.0257,            0.031804,           0.0060071,             0.47563,             0.79985,             0.61132,              0.4645,            0.020635,            0.019461,           0.0055898,            0.007815,            0.007815,            0.007815
                 166,            0.024019,            0.025302,           0.0071988,             0.57184,             0.71597,              0.6253,             0.52301,            0.018339,            0.019016,           0.0053993,           0.0077907,           0.0077907,           0.0077907
                 167,            0.023109,            0.030822,            0.006153,              0.5802,             0.69196,             0.62489,             0.48547,            0.020335,             0.01882,           0.0055152,           0.0077663,           0.0077663,           0.0077663
                 168,             0.02436,            0.029797,           0.0065038,             0.60994,             0.73479,             0.63785,             0.50334,            0.018393,            0.018631,           0.0053019,           0.0077418,           0.0077418,           0.0077418
                 169,            0.025571,            0.025437,           0.0057589,             0.62893,             0.72497,               0.654,             0.50164,             0.02009,            0.017994,           0.0051567,           0.0077173,           0.0077173,           0.0077173
                 170,            0.024958,             0.02682,           0.0051152,             0.68069,             0.71467,              0.6536,             0.51387,            0.019829,             0.01815,           0.0051988,           0.0076926,           0.0076926,           0.0076926
                 171,             0.02466,            0.028514,           0.0068478,             0.67896,             0.68161,              0.6265,             0.49764,            0.020056,            0.018504,           0.0058553,           0.0076679,           0.0076679,           0.0076679
                 172,            0.023056,            0.030329,           0.0069916,             0.67555,             0.64735,             0.61973,             0.50104,            0.017768,              0.0186,           0.0059852,           0.0076431,           0.0076431,           0.0076431
                 173,            0.022942,            0.028003,           0.0060117,             0.68068,             0.70404,             0.65166,              0.4407,            0.017744,            0.018159,           0.0052984,           0.0076182,           0.0076182,           0.0076182
                 174,            0.024109,            0.031286,           0.0061767,             0.67088,             0.72995,             0.65359,             0.53395,            0.016999,            0.017587,           0.0052833,           0.0075932,           0.0075932,           0.0075932
                 175,            0.022163,            0.027942,           0.0063664,              0.6839,             0.72621,             0.65405,             0.53348,            0.016752,            0.017717,            0.005204,           0.0075681,           0.0075681,           0.0075681
                 176,             0.02266,            0.029786,             0.00502,             0.68065,             0.71565,             0.65239,             0.52085,            0.017178,            0.017966,           0.0052319,            0.007543,            0.007543,            0.007543
                 177,            0.024791,            0.025831,            0.006432,             0.67861,             0.72621,             0.65441,             0.52038,            0.019324,            0.017619,           0.0051621,           0.0075177,           0.0075177,           0.0075177
                 178,            0.026919,            0.034074,           0.0056226,             0.65605,             0.72242,             0.65315,             0.54986,            0.018796,            0.017721,           0.0051774,           0.0074924,           0.0074924,           0.0074924
                 179,            0.024923,            0.023808,           0.0058995,             0.66848,             0.72743,             0.65053,             0.55459,            0.015391,            0.017801,           0.0051113,            0.007467,            0.007467,            0.007467
                 180,            0.022447,            0.026486,            0.005934,             0.65171,             0.70089,             0.64214,             0.52451,            0.016813,             0.01848,           0.0054007,           0.0074416,           0.0074416,           0.0074416
                 181,            0.023183,            0.031657,           0.0047759,             0.64692,             0.69708,              0.6146,             0.48651,            0.019018,            0.018115,           0.0053523,            0.007416,            0.007416,            0.007416
                 182,            0.023746,            0.031079,           0.0071003,             0.61706,             0.72319,             0.60839,             0.49965,            0.017588,            0.018134,           0.0055288,           0.0073904,           0.0073904,           0.0073904
                 183,            0.020861,            0.030606,            0.004256,             0.62549,             0.74352,              0.6311,              0.5232,            0.016945,            0.018035,           0.0054534,           0.0073647,           0.0073647,           0.0073647
                 184,            0.023231,            0.032418,           0.0050103,             0.66663,             0.70598,             0.64939,             0.52034,            0.015172,            0.017866,           0.0052857,           0.0073389,           0.0073389,           0.0073389
                 185,            0.022005,            0.029972,           0.0062726,             0.68448,             0.72228,             0.65435,               0.526,            0.018137,            0.017568,           0.0050826,           0.0073131,           0.0073131,           0.0073131
                 186,            0.022418,            0.028567,           0.0066574,             0.67854,             0.72428,             0.64844,             0.53163,            0.015831,              0.0178,           0.0051297,           0.0072872,           0.0072872,           0.0072872
                 187,            0.022205,            0.028478,           0.0053665,             0.63545,              0.7305,             0.65235,             0.52998,            0.019356,            0.018155,           0.0051218,           0.0072612,           0.0072612,           0.0072612
                 188,            0.023858,            0.029503,           0.0044185,             0.60223,              0.7355,             0.64519,             0.48192,            0.021406,            0.018066,           0.0050414,           0.0072351,           0.0072351,           0.0072351
                 189,            0.026249,            0.027251,           0.0058747,             0.61497,             0.72856,             0.64995,             0.53608,            0.015813,             0.01794,           0.0050355,            0.007209,            0.007209,            0.007209
                 190,            0.023098,            0.030456,           0.0056051,             0.67076,             0.70147,             0.64642,             0.55197,            0.016202,            0.017835,           0.0052534,           0.0071828,           0.0071828,           0.0071828
                 191,            0.021813,            0.029977,           0.0061256,             0.68466,             0.71845,             0.65234,             0.53744,            0.014945,            0.017814,           0.0052659,           0.0071566,           0.0071566,           0.0071566
                 192,            0.020488,            0.027352,           0.0055674,             0.67274,             0.72621,             0.65074,             0.53795,            0.017619,            0.017449,           0.0051045,           0.0071302,           0.0071302,           0.0071302
                 193,            0.021262,            0.028394,           0.0048633,             0.67145,             0.72621,             0.65616,             0.54368,            0.015357,            0.017917,            0.005068,           0.0071039,           0.0071039,           0.0071039
                 194,             0.02256,            0.027436,           0.0048112,             0.67749,             0.72131,             0.65596,             0.51497,            0.019398,            0.017837,           0.0050207,           0.0070774,           0.0070774,           0.0070774
                 195,             0.02339,            0.031658,           0.0069921,             0.67213,             0.73071,             0.65532,             0.55761,            0.016498,            0.018013,           0.0050027,           0.0070509,           0.0070509,           0.0070509
                 196,            0.021497,            0.032256,           0.0054642,             0.67509,             0.73088,             0.65674,             0.55319,             0.01609,            0.017822,           0.0050914,           0.0070243,           0.0070243,           0.0070243
                 197,            0.020423,            0.025858,            0.008677,             0.66872,             0.73738,             0.65139,             0.56604,            0.014658,            0.017929,           0.0050455,           0.0069977,           0.0069977,           0.0069977
                 198,             0.02072,            0.027806,             0.00688,             0.66062,              0.7194,             0.65271,             0.55044,            0.016363,            0.017991,           0.0049857,            0.006971,            0.006971,            0.006971
                 199,            0.021351,            0.032088,           0.0052979,             0.67929,             0.69253,             0.64701,             0.55556,            0.014282,            0.017948,           0.0050938,           0.0069442,           0.0069442,           0.0069442
                 200,            0.020052,            0.027587,           0.0049018,             0.67971,             0.70633,             0.64117,             0.54906,            0.016537,            0.018023,           0.0051798,           0.0069174,           0.0069174,           0.0069174
                 201,             0.02145,            0.029446,           0.0044703,             0.68024,             0.67213,              0.6427,             0.55784,            0.016032,            0.018169,           0.0054313,           0.0068906,           0.0068906,           0.0068906
                 202,            0.021454,            0.027663,           0.0042665,             0.64614,             0.67574,             0.63465,             0.51923,            0.018576,            0.018149,           0.0056268,           0.0068637,           0.0068637,           0.0068637
                 203,            0.022133,            0.027065,           0.0051658,              0.6521,             0.70243,             0.64741,             0.53621,            0.018629,             0.01828,           0.0057411,           0.0068367,           0.0068367,           0.0068367
                 204,            0.023112,            0.027874,           0.0056396,             0.67593,             0.70056,             0.65062,             0.52722,            0.018459,            0.017844,           0.0054846,           0.0068097,           0.0068097,           0.0068097
                 205,            0.020285,            0.029299,           0.0043814,             0.68144,             0.72019,             0.65334,             0.54695,            0.016034,            0.017756,           0.0050611,           0.0067826,           0.0067826,           0.0067826
                 206,            0.022377,            0.030297,           0.0050595,             0.68016,             0.72621,             0.65328,             0.54845,            0.017183,            0.017491,           0.0049642,           0.0067555,           0.0067555,           0.0067555
                 207,            0.021541,            0.028856,           0.0051675,             0.68121,             0.72621,             0.65172,             0.55597,            0.016826,            0.017623,           0.0049232,           0.0067283,           0.0067283,           0.0067283
                 208,            0.022722,            0.029643,            0.005331,             0.68336,             0.72619,             0.65459,             0.56142,            0.014786,            0.017691,           0.0048409,           0.0067011,           0.0067011,           0.0067011
                 209,            0.020542,            0.030376,           0.0047869,             0.68307,             0.72241,             0.65437,             0.54913,            0.015303,            0.017735,           0.0048154,           0.0066738,           0.0066738,           0.0066738
                 210,            0.021764,             0.02273,           0.0053831,             0.68095,               0.726,             0.65342,             0.54374,            0.015415,            0.017981,           0.0050996,           0.0066465,           0.0066465,           0.0066465
                 211,            0.020505,            0.027614,           0.0051284,             0.68143,              0.7078,             0.65137,             0.56291,            0.013423,            0.018269,           0.0056151,           0.0066191,           0.0066191,           0.0066191
                 212,            0.018035,            0.030527,           0.0061466,             0.68081,             0.72431,             0.65499,             0.56002,            0.013725,             0.01806,           0.0050298,           0.0065917,           0.0065917,           0.0065917
                 213,            0.018412,            0.029365,           0.0053014,             0.68319,             0.72409,             0.65056,             0.54521,            0.014094,            0.017881,            0.004901,           0.0065642,           0.0065642,           0.0065642
                 214,            0.018411,            0.027609,           0.0056048,             0.68296,             0.72621,              0.6527,             0.54438,            0.014452,            0.017782,           0.0048977,           0.0065368,           0.0065368,           0.0065368
                 215,            0.020682,            0.031338,           0.0062657,             0.68386,             0.72621,             0.65371,             0.54352,            0.014589,            0.017826,           0.0048444,           0.0065092,           0.0065092,           0.0065092
                 216,            0.020763,            0.027657,           0.0042523,             0.68457,             0.72384,             0.65443,             0.55977,            0.015345,            0.017539,           0.0048464,           0.0064816,           0.0064816,           0.0064816
                 217,             0.02028,            0.026862,           0.0057727,             0.68125,             0.72621,             0.65633,             0.55989,            0.015577,            0.017629,            0.004849,            0.006454,            0.006454,            0.006454
                 218,            0.019935,            0.027584,           0.0061412,             0.68387,             0.71631,              0.6565,              0.5543,            0.014894,            0.017746,           0.0048506,           0.0064264,           0.0064264,           0.0064264
                 219,            0.020468,            0.030805,           0.0051769,             0.68125,             0.72621,             0.65557,              0.5752,            0.013287,            0.017928,           0.0048436,           0.0063987,           0.0063987,           0.0063987
                 220,            0.020725,             0.02752,           0.0041056,             0.68132,             0.72621,             0.65488,              0.5527,             0.01491,            0.017838,           0.0048157,            0.006371,            0.006371,            0.006371
                 221,            0.020722,            0.022912,           0.0067068,             0.68294,             0.70935,             0.65316,             0.55528,            0.013904,            0.018121,           0.0048188,           0.0063432,           0.0063432,           0.0063432
                 222,            0.018644,            0.030073,           0.0056491,             0.67202,             0.71786,             0.65309,             0.57286,            0.013875,            0.017873,           0.0048156,           0.0063154,           0.0063154,           0.0063154
                 223,            0.019038,            0.033591,           0.0046786,             0.66918,             0.72618,             0.65511,             0.57318,            0.013677,            0.017738,           0.0047894,           0.0062876,           0.0062876,           0.0062876
                 224,            0.020061,            0.030313,           0.0042942,             0.68144,             0.72255,             0.65634,             0.55712,            0.016042,             0.01771,           0.0048345,           0.0062598,           0.0062598,           0.0062598
                 225,            0.022723,             0.02826,           0.0050032,             0.67088,             0.72612,             0.65539,             0.57281,            0.014544,            0.017581,            0.004787,           0.0062319,           0.0062319,           0.0062319
                 226,            0.020127,            0.028823,           0.0049119,             0.68254,             0.72285,             0.65634,             0.58114,            0.012692,            0.017611,            0.004905,            0.006204,            0.006204,            0.006204
                 227,            0.016981,            0.027454,           0.0041691,             0.68585,             0.72342,              0.6564,             0.57872,            0.012628,            0.017567,           0.0049234,            0.006176,            0.006176,            0.006176
                 228,             0.01819,            0.028868,           0.0047127,             0.68293,             0.72433,             0.65413,             0.57851,            0.013036,             0.01749,           0.0049296,            0.006148,            0.006148,            0.006148
                 229,            0.020613,            0.028487,           0.0056631,             0.68338,              0.7243,             0.65457,             0.56957,            0.015418,            0.017427,           0.0048552,           0.0061201,           0.0061201,           0.0061201
                 230,            0.022121,            0.026158,           0.0042301,             0.68314,             0.72412,             0.65465,             0.55709,            0.016643,            0.017693,           0.0048717,            0.006092,            0.006092,            0.006092
                 231,            0.022859,            0.026518,            0.005598,             0.68255,             0.72599,              0.6558,             0.56757,            0.013549,            0.017753,           0.0048726,            0.006064,            0.006064,            0.006064
                 232,            0.019955,            0.025938,             0.00572,             0.68095,             0.71836,             0.65449,              0.5656,            0.014875,            0.017828,           0.0048224,           0.0060359,           0.0060359,           0.0060359
                 233,            0.019999,            0.029982,           0.0046998,             0.67891,             0.72244,             0.65125,              0.5559,             0.01517,            0.017395,           0.0047418,           0.0060079,           0.0060079,           0.0060079
                 234,            0.019414,            0.027684,            0.004768,             0.67711,             0.71684,             0.65314,             0.55776,            0.012934,            0.017469,           0.0046852,           0.0059798,           0.0059798,           0.0059798
                 235,              0.0172,            0.030422,           0.0046939,             0.67312,             0.72241,             0.65624,             0.57156,            0.013014,             0.01754,             0.00468,           0.0059516,           0.0059516,           0.0059516
                 236,            0.018207,            0.027955,           0.0049275,             0.68446,             0.72239,             0.65703,             0.57365,            0.012796,            0.017699,           0.0046614,           0.0059235,           0.0059235,           0.0059235
                 237,            0.018876,            0.026675,           0.0047203,             0.68154,             0.72433,             0.65525,             0.55674,            0.014354,            0.017783,           0.0046651,           0.0058953,           0.0058953,           0.0058953
                 238,            0.019153,            0.028746,           0.0045099,             0.68119,              0.7257,             0.65313,              0.5725,            0.012463,            0.017767,           0.0046304,           0.0058672,           0.0058672,           0.0058672
                 239,            0.018709,            0.029112,           0.0060979,             0.68108,             0.72604,             0.65654,             0.58031,            0.013116,            0.017614,           0.0046088,            0.005839,            0.005839,            0.005839
                 240,            0.017642,            0.026843,           0.0053078,             0.68214,             0.72615,             0.65428,             0.58433,            0.012739,            0.017547,           0.0045714,           0.0058108,           0.0058108,           0.0058108
                 241,            0.018461,            0.029184,           0.0050922,             0.68311,             0.72615,             0.65515,             0.58615,             0.01242,            0.017457,           0.0045813,           0.0057826,           0.0057826,           0.0057826
                 242,            0.018574,            0.032619,           0.0058849,             0.68227,             0.72621,             0.65409,             0.58106,            0.013678,            0.017297,           0.0045484,           0.0057543,           0.0057543,           0.0057543
                 243,            0.019827,            0.029513,           0.0043351,             0.68332,             0.72546,             0.65767,             0.59481,            0.012595,            0.017341,             0.00455,           0.0057261,           0.0057261,           0.0057261
                 244,            0.017505,            0.026959,           0.0052195,             0.68491,             0.72611,             0.65412,             0.57384,            0.013143,            0.017559,           0.0045937,           0.0056979,           0.0056979,           0.0056979
                 245,             0.01792,             0.02974,           0.0054365,             0.68089,             0.72607,             0.65253,             0.57643,            0.012041,            0.017741,           0.0046881,           0.0056696,           0.0056696,           0.0056696
                 246,            0.017393,            0.027516,           0.0057534,             0.68453,             0.72059,             0.65346,             0.56398,            0.012917,            0.017648,           0.0047112,           0.0056413,           0.0056413,           0.0056413
                 247,             0.01771,            0.028359,           0.0056079,              0.6849,             0.72238,             0.65244,             0.56941,            0.012736,            0.017478,           0.0047327,           0.0056131,           0.0056131,           0.0056131
                 248,             0.01733,            0.026471,           0.0045919,              0.6844,             0.72776,             0.65575,             0.57036,            0.012952,            0.017473,           0.0047404,           0.0055848,           0.0055848,           0.0055848
                 249,            0.017549,            0.028268,           0.0041002,             0.68262,             0.72602,             0.65355,              0.5679,            0.013051,              0.0176,           0.0047006,           0.0055565,           0.0055565,           0.0055565
                 250,             0.01755,            0.028363,           0.0057579,             0.68438,             0.72784,             0.65534,             0.56989,            0.014599,            0.017497,           0.0046585,           0.0055283,           0.0055283,           0.0055283
                 251,            0.019472,            0.028451,           0.0040516,             0.68388,               0.726,             0.65421,             0.58418,            0.012138,            0.017664,           0.0046485,              0.0055,              0.0055,              0.0055
                 252,            0.019368,            0.026125,           0.0040284,             0.68063,             0.72621,             0.65326,             0.57991,            0.012174,             0.01762,           0.0046229,           0.0054717,           0.0054717,           0.0054717
                 253,            0.016021,            0.031469,           0.0041215,             0.67198,             0.72621,             0.65302,             0.57904,            0.012429,            0.017317,           0.0045985,           0.0054435,           0.0054435,           0.0054435
                 254,            0.016973,            0.026474,           0.0042901,             0.67232,             0.72619,             0.65225,             0.54762,             0.01413,            0.017545,            0.004663,           0.0054152,           0.0054152,           0.0054152
                 255,            0.018246,            0.028288,           0.0052108,             0.67376,             0.72728,             0.65221,             0.56942,            0.013751,            0.017378,           0.0045267,           0.0053869,           0.0053869,           0.0053869
                 256,            0.018094,            0.028579,           0.0055267,             0.68098,             0.72621,             0.65337,             0.57085,             0.01233,            0.017539,           0.0045806,           0.0053587,           0.0053587,           0.0053587
                 257,            0.017296,            0.029023,           0.0043777,             0.68349,             0.72458,             0.65408,             0.57437,             0.01239,            0.017439,           0.0046012,           0.0053304,           0.0053304,           0.0053304
                 258,             0.01765,            0.030641,           0.0039568,             0.68406,             0.72611,             0.65573,             0.55903,            0.011988,            0.017414,           0.0045684,           0.0053021,           0.0053021,           0.0053021
                 259,            0.017585,            0.029525,           0.0048197,             0.68106,             0.72621,             0.65199,             0.57452,            0.012274,            0.017425,            0.004561,           0.0052739,           0.0052739,           0.0052739
                 260,            0.016661,            0.027161,            0.005934,             0.68194,             0.72621,             0.65384,             0.58279,            0.011438,            0.017423,           0.0045305,           0.0052457,           0.0052457,           0.0052457
                 261,            0.016543,            0.027832,            0.004669,              0.6836,             0.72621,             0.65234,             0.59135,            0.011528,            0.017315,           0.0044862,           0.0052174,           0.0052174,           0.0052174
                 262,            0.016331,            0.027086,           0.0060831,             0.68463,             0.72597,             0.65491,             0.57718,             0.01201,            0.017245,           0.0044386,           0.0051892,           0.0051892,           0.0051892
                 263,             0.01733,            0.028682,           0.0048662,             0.68447,             0.72563,             0.65589,             0.59689,            0.011835,            0.017283,           0.0043934,            0.005161,            0.005161,            0.005161
                 264,             0.01633,            0.029471,           0.0047144,             0.68348,             0.72617,             0.65176,             0.56876,            0.012146,            0.017474,            0.004373,           0.0051328,           0.0051328,           0.0051328
                 265,            0.017275,            0.025466,           0.0054371,             0.67262,             0.72621,             0.65199,             0.58244,            0.013006,            0.017444,            0.004343,           0.0051047,           0.0051047,           0.0051047
                 266,            0.018014,            0.027513,           0.0041214,             0.68167,             0.72621,             0.65431,             0.58709,            0.011533,            0.017485,           0.0043164,           0.0050765,           0.0050765,           0.0050765
                 267,             0.01657,            0.026361,           0.0054199,             0.68451,             0.72614,             0.65268,             0.59795,            0.011509,            0.017363,           0.0042822,           0.0050484,           0.0050484,           0.0050484
                 268,            0.016708,            0.030677,           0.0050838,             0.68291,             0.72621,             0.65711,             0.60035,            0.011907,            0.017286,           0.0042797,           0.0050202,           0.0050202,           0.0050202
                 269,            0.015251,            0.029271,            0.004778,              0.6848,             0.72616,              0.6558,             0.59315,            0.011057,            0.017115,           0.0043149,           0.0049921,           0.0049921,           0.0049921
                 270,            0.016778,            0.029555,           0.0052663,             0.68348,             0.72621,              0.6536,             0.57755,            0.012372,            0.017018,           0.0043394,           0.0049641,           0.0049641,           0.0049641
                 271,             0.01606,             0.02757,            0.004606,             0.68499,             0.72621,             0.65667,             0.57797,            0.011401,            0.017241,           0.0043978,            0.004936,            0.004936,            0.004936
                 272,            0.015668,            0.025987,           0.0071675,             0.68302,             0.72621,             0.65505,             0.58651,            0.011393,            0.017318,           0.0044254,            0.004908,            0.004908,            0.004908
                 273,            0.015669,            0.027564,           0.0057362,             0.68398,             0.72433,             0.65745,             0.57245,            0.012057,            0.017281,           0.0044469,           0.0048799,           0.0048799,           0.0048799
                 274,             0.01722,            0.023926,           0.0039082,             0.68338,             0.72621,             0.65388,             0.57407,            0.012339,            0.017199,           0.0044731,            0.004852,            0.004852,            0.004852
                 275,            0.016483,            0.030198,           0.0053997,             0.68394,             0.72599,             0.65601,             0.57885,             0.01174,            0.017191,           0.0045083,            0.004824,            0.004824,            0.004824
                 276,             0.01684,            0.029425,           0.0050724,             0.68438,             0.72584,             0.65219,             0.56953,            0.012294,            0.017143,           0.0045419,            0.004796,            0.004796,            0.004796
                 277,             0.01744,            0.028972,           0.0044236,             0.68324,             0.72621,             0.65499,             0.58585,             0.01224,            0.017055,           0.0045675,           0.0047681,           0.0047681,           0.0047681
                 278,            0.016927,            0.029996,           0.0042371,             0.68427,             0.72607,             0.65525,             0.57277,            0.011917,            0.017137,           0.0045793,           0.0047402,           0.0047402,           0.0047402
                 279,            0.015788,            0.025982,           0.0037016,             0.68312,             0.72612,             0.65699,             0.58196,            0.011744,            0.017221,           0.0045933,           0.0047124,           0.0047124,           0.0047124
                 280,            0.015743,            0.028127,           0.0044427,             0.68361,             0.72613,             0.65429,             0.58109,            0.011419,            0.017213,           0.0045949,           0.0046846,           0.0046846,           0.0046846
                 281,            0.014913,            0.027163,           0.0042767,              0.6833,             0.72621,             0.65291,             0.59097,            0.011109,              0.0172,           0.0045652,           0.0046568,           0.0046568,           0.0046568
                 282,            0.016122,            0.026011,           0.0047681,             0.68355,             0.72621,             0.65457,             0.58178,            0.014008,            0.017045,           0.0045628,            0.004629,            0.004629,            0.004629
                 283,            0.017709,            0.032712,            0.004519,              0.6836,             0.72621,             0.65264,             0.57748,            0.011108,            0.017326,           0.0045733,           0.0046013,           0.0046013,           0.0046013
                 284,            0.017986,            0.028285,            0.005224,             0.67958,             0.72618,             0.65557,             0.58317,            0.011903,             0.01746,           0.0046088,           0.0045736,           0.0045736,           0.0045736
                 285,            0.016685,            0.031544,           0.0056059,             0.67104,             0.72063,             0.65502,             0.57849,            0.011832,            0.017572,           0.0046535,            0.004546,            0.004546,            0.004546
                 286,            0.015185,            0.027989,           0.0043095,             0.67871,              0.7262,             0.65147,             0.58207,            0.011528,            0.017339,           0.0045729,           0.0045184,           0.0045184,           0.0045184
                 287,              0.0168,            0.029903,           0.0056645,             0.67755,             0.72422,             0.65193,             0.58074,            0.011326,            0.017379,           0.0045903,           0.0044908,           0.0044908,           0.0044908
                 288,            0.015831,            0.025621,           0.0047935,             0.67697,             0.72805,             0.65255,             0.57065,            0.012261,            0.017357,           0.0045112,           0.0044632,           0.0044632,           0.0044632
                 289,            0.016302,            0.025371,           0.0044679,             0.67802,             0.72621,             0.64965,             0.55056,             0.01131,            0.017476,           0.0044618,           0.0044358,           0.0044358,           0.0044358
                 290,            0.016288,            0.029033,           0.0043217,             0.68065,             0.72607,             0.65396,             0.57362,            0.012128,            0.017371,           0.0044405,           0.0044083,           0.0044083,           0.0044083
                 291,            0.015353,            0.030673,            0.004277,             0.68073,             0.72621,             0.65354,              0.5799,            0.011099,            0.017397,           0.0044213,           0.0043809,           0.0043809,           0.0043809
                 292,            0.014189,            0.026181,           0.0046098,               0.683,             0.72608,             0.65245,             0.59711,            0.011436,            0.017458,            0.004432,           0.0043535,           0.0043535,           0.0043535
                 293,            0.015453,            0.030102,           0.0059806,             0.68261,             0.72599,             0.65368,             0.59019,            0.011172,            0.017456,           0.0044268,           0.0043262,           0.0043262,           0.0043262
                 294,            0.015321,            0.027949,           0.0050804,             0.68426,             0.72608,              0.6515,             0.58994,            0.010731,            0.017508,           0.0044066,           0.0042989,           0.0042989,           0.0042989
                 295,             0.01472,            0.027825,           0.0042079,             0.68381,             0.72621,             0.65389,             0.58458,            0.011521,            0.017486,            0.004396,           0.0042717,           0.0042717,           0.0042717
                 296,            0.015618,            0.027017,           0.0039642,             0.68235,             0.72621,             0.65621,             0.58879,             0.01077,            0.017481,           0.0044074,           0.0042445,           0.0042445,           0.0042445
                 297,            0.014676,            0.025591,           0.0046462,              0.6226,              0.7276,             0.65553,             0.59533,            0.011044,            0.017576,           0.0044629,           0.0042174,           0.0042174,           0.0042174
                 298,            0.014677,            0.028598,           0.0063627,             0.62465,             0.73668,             0.65406,             0.58699,            0.010673,            0.017665,           0.0044717,           0.0041903,           0.0041903,           0.0041903
                 299,            0.013683,            0.026066,           0.0044101,             0.62273,             0.73165,             0.65635,             0.58348,            0.011192,             0.01769,            0.004464,           0.0041633,           0.0041633,           0.0041633
                 300,            0.013794,            0.026966,           0.0044039,              0.6228,             0.73167,              0.6546,             0.58791,            0.010706,            0.017567,           0.0044339,           0.0041363,           0.0041363,           0.0041363
                 301,            0.014837,            0.026701,            0.004337,             0.67942,             0.72621,              0.6561,             0.59196,            0.010819,            0.017424,           0.0043854,           0.0041094,           0.0041094,           0.0041094
                 302,            0.016982,            0.026451,           0.0049039,             0.68557,             0.72619,             0.65575,             0.57764,            0.014503,            0.017267,           0.0043592,           0.0040826,           0.0040826,           0.0040826
                 303,            0.017019,            0.027779,           0.0043022,             0.68816,             0.72817,             0.65437,             0.59424,            0.011751,            0.017399,           0.0043473,           0.0040558,           0.0040558,           0.0040558
                 304,            0.016566,            0.025904,           0.0040329,             0.68386,             0.72611,              0.6517,             0.58666,            0.010462,             0.01742,           0.0043397,            0.004029,            0.004029,            0.004029
                 305,            0.014761,            0.025166,           0.0038798,             0.68239,             0.72618,             0.65285,             0.59049,             0.01112,            0.017379,           0.0043545,           0.0040023,           0.0040023,           0.0040023
                 306,            0.014669,            0.025152,           0.0051093,             0.68222,             0.71585,             0.65448,             0.59512,             0.01054,            0.017474,           0.0043895,           0.0039757,           0.0039757,           0.0039757
                 307,             0.01364,            0.026863,           0.0040616,             0.67618,             0.72609,             0.65525,             0.59663,            0.010211,            0.017448,           0.0044278,           0.0039491,           0.0039491,           0.0039491
                 308,            0.013325,            0.027596,           0.0044752,             0.68379,             0.71064,             0.65411,             0.60286,            0.010267,            0.017442,           0.0044955,           0.0039226,           0.0039226,           0.0039226
                 309,            0.013461,            0.034634,           0.0061521,             0.68103,             0.71655,             0.65297,             0.59111,            0.010231,            0.017449,           0.0044987,           0.0038961,           0.0038961,           0.0038961
                 310,            0.013849,            0.031192,           0.0042146,             0.68458,              0.7213,              0.6537,             0.57905,            0.011256,            0.017267,           0.0043889,           0.0038698,           0.0038698,           0.0038698
                 311,            0.016038,            0.025994,           0.0039435,             0.68562,             0.72125,             0.65251,             0.58519,            0.011888,            0.017202,           0.0043165,           0.0038434,           0.0038434,           0.0038434
                 312,            0.017062,            0.026977,           0.0040739,             0.68573,             0.72613,             0.65162,             0.57514,            0.011209,            0.017254,           0.0042889,           0.0038172,           0.0038172,           0.0038172
                 313,            0.015214,            0.026088,           0.0053362,             0.68639,             0.72411,             0.65397,             0.59789,            0.010349,            0.017382,           0.0043017,            0.003791,            0.003791,            0.003791
                 314,            0.014527,             0.02382,           0.0036464,             0.68392,             0.72621,             0.65166,             0.59209,            0.011324,            0.017356,           0.0043264,           0.0037649,           0.0037649,           0.0037649
                 315,            0.015673,            0.029516,           0.0043295,             0.68478,             0.72606,             0.65619,             0.60411,            0.009884,            0.017144,           0.0043214,           0.0037388,           0.0037388,           0.0037388
                 316,            0.013483,            0.026039,           0.0067671,             0.68705,             0.72899,             0.65421,             0.59404,            0.010513,            0.017224,           0.0043318,           0.0037128,           0.0037128,           0.0037128
                 317,             0.01455,            0.029506,           0.0042459,             0.68318,              0.7257,             0.65501,             0.58578,             0.01023,            0.017294,           0.0043355,           0.0036869,           0.0036869,           0.0036869
